"raw_character_text","spoken_words" 
"Rachel:"," Mrs. Bing, I have to tell you, I've read everything you've ever written. No, I mean it! I mean, when I read Euphoria at Midnight, all I wanted to do was become a writer.
"
"Chandler:"," Myyy mother, ladies and gentlemen.
"
"Ross:"," Yeah, I'm fine, I'm fine. (A woman emerges from the toilet behind him and he tries to pretend he was in the other one)
"
"Ross:"," Nothing. Nothing nothing nothing.
"
"Ross:"," No. It's the one he's licking.
"
"Ross:"," You're good.
"
"Ross:"," The girl on the cover with her nipples showing?
"
"Ross:"," When?
"
"Ross:"," The guy on the cover with his nipples showing?
"
"Ross:"," Please.
"
"Ross:"," Right.
"
"Ross:"," Uh-oh...
"
"Joey:"," Uhhhh.... I'll just pee in the street.
"
"Ross:"," Hey, is Chandler here?
"
"Joey:"," Yeah.
"
"Ross:"," Okay, uh, about last night, um, Chandler.. you didn't tell... (Joey shakes his head) Okay, 'cause I'm thinking- we don't need to tell Chandler, I mean, it was just a kiss, right? One kiss? No big deal? Right?
"
"Joey:"," Right. No big deal.
"
"Ross:"," Okay.
"
"Joey:"," In Bizarro World!! You broke the code!
"
"Ross:"," What code?
"
"Joey:"," You don't kiss your friend's mom! Sisters are okay, maybe a hot-lookin' aunt... but not a mom, never a mom!
"
"Chandler:"," What are you guys doing out here?
"
"Ross:"," Uh.. uh.. Well, Joey and I had discussed getting in an early morning racquetball game. But, um, apparently, somebody overslept.
"
"Joey:"," Yeah, well, you don't have your racket.
"
"Ross:"," No, no I don't, because it's being restrung, somebody was supposed to bring me one.
"
"Joey:"," Yeah, well you didn't call and leave your grip size.
"
"Chandler:"," Okay, you guys spend waaaay too much time together. (Goes back inside and shuts the door)
"
"Ross:"," Okay, I'm scum, I'm scum.
"
"Joey:"," Ross, how could you let this happen?
"
"Ross:"," I don't know, God, I... well, it's not like she's a regular mom, y'know? She's, she's sexy, she's...
"
"Joey:"," You don't think my mom's sexy?
"
"Ross:"," Well... not in the same way...
"
"Joey:"," I'll have you know that Gloria Tribbiani was a handsome woman in her day, alright? You think it's easy giving birth to seven children?
"
"Ross:"," Okay, I think we're getting into a weird area here...
"
"Rachel:"," Hey.
"
"Ross:"," Hey.
"
"Rachel:"," What're you guys doing out here?
"
"Ross:"," Well, not playing raquetball!
"
"Joey:"," He forgot to leave his grip size!
"
"Ross:"," He didn't get the goggles!
"
"Rachel:"," Well,sounds like you two have issues.
"
"Rachel:"," Goodbye, baby.
"
"Ross:"," Do they wait for me to do this?
"
"Joey:"," So are you gonna tell him?
"
"Ross:"," Why would I tell him?
"
"Joey:"," How about 'cause if you don't, his mother might.
"
"Ross:"," Oh...
"
"Monica:"," (Entering) What are you guys doing here?
"
"Joey:"," Uhhhh.... he's not even wearing a jockstrap!
"
"Monica:"," ...What did I ask?
"
"Monica:"," Hi.
"
"Phoebe:"," Hi.
"
"Monica:"," What are you doing here?
"
"Phoebe:"," Nothing, I just thought I'd stop by.. y'know, after the uh... that I.. y'know, so what are you doing here?
"
"Monica:"," I'm not really here. Just thought I'd drop these off...on the way.. my way... Do you come here a lot? Without me?
"
"Phoebe:"," No. (Monica brushes Coma Guy's hair in the other direction) No! No! ...So, um, do you think he's doing any better than he was this morning?
"
"Monica:"," How would I know? I-I wasn't here.
"
"Phoebe:"," Really? Not even to, um, change his PAJAMAS?! (Whips back the sheet to reveal him wearing new pajamas.)
"
"Chandler:"," Oh my God.
"
"Ross:"," You're my friend. I-I had to tell you.
"
"Chandler:"," I can't believe it. Paolo kissed my mom?
"
"Ross:"," Yeah, um, I don't know if you noticed, but he had a lot to drink, and you know how he gets when he's drun..uh... (He has caught sight of Joey scowling at him) I can't do this, I did it, it was me, I'm sorry, I kissed your mom.
"
"Chandler:"," What?
"
"Ross:"," I was really upset about Rachel and Paolo, and I think I had too much tequila, and Nora- um, Mrs. Mom- your Bing- was just being nice, y'know, and- But nothing happened, nothing- Ask Joey, Joey, uh, came in-
"
"Chandler:"," (To Joey) You knew about this?
"
"Joey:"," Uh... y'know, knowledge is a tricky thing.
"
"Chandler:"," I spent the entire day with you, why didn't you tell me?!
"
"Joey:"," Hey, hey, hey, you're lucky I caught them when I did, or else who knows what woulda happened.
"
"Ross:"," Thanks, man, big help.
"
"Chandler:"," (To Ross) I can't believe this! What the hell were you thinking?
"
"Ross:"," I wasn't- I mean, I-
"
"Chandler:"," Y'know, of all my friends, no-one knows the crap I go through with my mom more than you.
"
"Ross:"," I know-
"
"Chandler:"," I can't believe you did this. (Walks toward the door)
"
"Ross:"," Chandler-
"
"Joey:"," Me neither, y'know what-
"
"Chandler:"," I'm still mad at you for not telling me.
"
"Joey:"," What are you mad at me for?!
"
"Ross:"," Chandler-
"
"Chandler:"," You gotta let me slam the door! (Leaves; slams the door)
"
"Joey:"," (Shouting after him) Chandler, I didn't kiss her, he did! (To Ross) See what happens when you break the code?
"
"Ross:"," Joey-
"
"Joey:"," Ah! (Points to door) Huh? (Leaves and slams the door)
"
"Monica:"," Hey.
"
"Rachel:"," Hey.
"
"Monica:"," (Reading) 'A Woman Undone, by Rachel Karen Green'.
"
"Rachel:"," Yeah. Thought I'd give it a shot. I'm still on the first chapter. Now, do you think his 'love stick can be liberated from its denim prison'?
"
"Monica:"," (Reads) Yeah, I'd say so. And there's no 'j' in 'engorged'.
"
"Phoebe:"," (Walks up with her guitar) Hey Rach.
"
"Rachel:"," Hey.
"
"Phoebe:"," Hello.
"
"Monica:"," Hello.
"
"Phoebe:"," Going to the hospital tonight?
"
"Monica:"," No, you?
"
"Phoebe:"," No, you?
"
"Monica:"," You just asked me.
"
"Phoebe:"," Okay, maybe it was a trick question. (Plays a few chords) Um, Rachel can we do this now?
"
"Rachel:"," Okay. (Writes a little more) I am so hot!
"
"Joey:"," (To Ross, on the couch) Now, here's a picture of my mother and father on their wedding day. Now you tell me she's not a knockout.
"
"Ross:"," I cannot believe we're having this conversation.
"
"Joey:"," C'mon! Just try to picture her not pregnant, that's all.
"
"Rachel:"," (Into microphone) Central Perk is proud to present Miss Phoebe Buffay.
"
"Phoebe:"," Thanks. Hi, um, 'kay. I'd like to start with a song that's about a man that I recently met, who's, um, come to be very important to me. (Monica gives her a look) 'Kay. (Sung:)
"
"Rachel:"," (Into mike) Okay, that was Phoebe Buffay, everybody. Woo!
"
"Chandler:"," What was that?
"
"Ross:"," Oh, uh, Phoebe just started a...
"
"Chandler:"," Yeah, I believe I was talking to Joey, alright there, Mother-Kisser? (Goes to the counter)
"
"Joey:"," (Laughing) Mother-Kisser... (Sees Ross's look) I'll shut up.
"
"Ross:"," Chandler, can I just say something? I-I know you're still mad at me, I just wanna say that there were two people there that night. Okay? Two sets of lips.
"
"Chandler:"," Yes, well, I expect this from her. Okay? She's always been a Freudian nightmare.
"
"Ross:"," Okay, well, if she always behaves like this, why don't you say something?
"
"Chandler:"," Because it's complicated, it's complex- Hey, you kissed my mom!
"
"Ross:"," (To the rest of Central Perk) We're rehearsing a Greek play.
"
"Chandler:"," That's very funny. We done now?
"
"Ross:"," No! Okay, you mean, you're not gonna talk to her, you're not gonna tell her how you feel?
"
"Chandler:"," That would be no. Look, just because you played tonsil tennis with my mom doesn't mean you know her. Alright? Trust me, you can't talk to her.
"
"Ross:"," Okay, 'you' can't, or (Points to Chandler) you can't? (Chandler grabs his finger) Okay, that's my finger. (Chandler twists it and Ross goes down on one knee) That's, that's my knee. (To Central Perk) Still doing the play. Aaah!
"
"Phoebe:"," Alright, whadyou do with him?
"
"Monica:"," Oh! You're awake!
"
"Phoebe:"," Look at you! How, how do you feel?
"
"Monica:"," You look good!
"
"Monica:"," Oh, sorry.
"
"Phoebe:"," I'm Phoebe Buffay.
"
"Monica:"," I'm Monica Geller. I've been taking care of you.
"
"Phoebe:"," Well, we both have.
"
"Phoebe:"," Well, actually it's just from me.
"
"Monica:"," I got you the foot massager.
"
"Phoebe:"," You know who shaved you? That was me.
"
"Monica:"," I read to you.
"
"Phoebe:"," I sang. (To Monica) Hah!
"
"Monica:"," Oh, my pleasure.
"
"Phoebe:"," You're welcome.
"
"Phoebe:"," What, that's it?
"
"Monica:"," ""See you around?""
"
"Monica:"," Oh, I don't know. Maybe, um, ""That was nice?"" Admit something to me? ""I'll call you?""
"
"Phoebe:"," I don't think you mean that.
"
"Monica:"," This is so typical. Y'know, we give, and we give, and we give. And then- we just get nothing back! And then one day, y'know, it's just, you wake up, and ""See you around!"" Let's go, Phoebe.
"
"Phoebe:"," Y'know what? We thought you were different. But I guess it was just the coma.
"
"Chandler:"," No, just knowing you're gonna be there is enough.
"
"Chandler:"," You kissed my best Ross! ...Or something to that effect.
"
"Chandler:"," Really stupid.
"
"Chandler:"," Yeah. No. No...
"
"Ross:"," Ah, the forbidden love of a man and his door.
"
"Joey:"," Shh. He did it. He told her off, and not just about the kiss, about everything.
"
"Ross:"," You're kidding.
"
"Joey:"," No, no. He said ""When are you gonna grow up and start being a mom?""
"
"Ross:"," Wow!
"
"Joey:"," Then she came back with ""The question is, when are you gonna grow up and realise I have a bomb?""
"
"Ross:"," 'Kay, wait a minute, are you sure she didn't say ""When are you gonna grow up and realise I am your mom?""
"
"Joey:"," That makes more sense.
"
"Ross:"," So, what's going on now?
"
"Joey:"," I dunno, I've been standing here spelling it out for you! (Goes back to the door) I don't hear anything. Oh, wait, wait, wait. (Looks through the spyhole)
"
"Ross:"," Whaddya see?
"
"Joey:"," Hard to tell, they're so tiny and upside-down. Wait, wait. They're walking away... they're walking away... No, no they're not, they're coming right at us! Run! Run!
"
"Chandler:"," Yeah, okay.
"
"Chandler:"," Nice save.
"
"Ross:"," (Very politely) Mrs. Bing.
"
"Chandler:"," Hey.
"
"Ross:"," You mean that?
"
"Chandler:"," Yeah, why not. (They shake hands) So I told her.
"
"Ross:"," Yeah? How'd it go?
"
"Chandler:"," Awful. Awful. Couldn'ta gone worse.
"
"Ross:"," Well, howdya feel?
"
"Chandler:"," Pretty good! I told her.
"
"Ross:"," Well, see? So, maybe it wasn't such a bad idea, y'know, me kissing your mom, uh? Huh? (Wags his finger at Chandler, then puts it down) But.. we don't have to go down that road.
"
"Rachel:"," Okay. Now this is just the first chapter, and I want your absolute honest opinion. Oh, oh, and on page two, he's not 'reaching for her heaving beasts'.
"
"Monica:"," What's a 'niffle'?
"
"Joey:"," You usually find them on the 'heaving beasts'.
"
"Rachel:"," Alright, alright, so I'm not a great typist...
"
"Ross:"," Wait, did you get to the part about his 'huge throbbing pens'? Tell ya, you don't wanna be around when he starts writing with those!
"
"Rachel:"," Alright, that's it! Give it back! That's it!
"
"Chandler:"," No-no-no-no, we're done.
"
"Monica:"," Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. (pauses, listens to person on phone) Well, the meat's only every third layer, maybe you could scrape.
"
"Joey:"," Ross, did you really read all these baby books?
"
"Ross:"," Yup! You could plunk me down in the middle of any woman's uterus, no compass, and I can find my way out of there like that! (snaps fingers)
"
"Phoebe:"," Ooh, this is cool...it says in some parts of the world, people actually eat the placenta. (Joey grimaces)
"
"Chandler:"," And, we're done with the yogurt. (Sets yogurt down on table)
"
"Phoebe:"," (softly) Sorry. (Camera pans back to Monica, still on phone)
"
"Monica:"," Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? (listens to Aunt Syl on phone, looks shocked) Nice talk, Aunt Syl. (in New York accent) You kiss Uncle Freddie with that mouth?
"
"Joey:"," Hey Ross, listen, you know that right now, your baby's only this big? (measures about 2 inches with his thumb and index finger) This is your baby. (in baby-like voice) Hi Daddy!
"
"Ross:"," (waves) Hello!
"
"Joey:"," (in baby-like voice) How come you don't live with Mommy? (pause; shows Ross less than amused) How come Mommy lives with that other lady? (pause; Ross still looks less than amused; Joey smiling) What's a lesbian? (playfully hits Ross)
"
"Rachel:"," Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos (touching Paolo's nose with forefinger with each syllable)
"
"Monica:"," So, did I hear Poconos?
"
"Rachel:"," Yes, my sister's giving us her place for the weekend.
"
